frame,tempo,angulo,velocidade,ombro_y,cotovelo_y,punho_y
105,3.5,84.16670281413016,211.03318186131233,498,759,573
106,3.533333333333333,90.85292419325114,200.5866413736294,499,760,588
107,3.566666666666667,93.8884016528707,91.0643237885867,500,764,601
108,3.6,96.88644879655763,89.94141431060797,500,769,640
109,3.6333333333333333,100.46726777222099,107.42456926990087,500,774,662
110,3.6666666666666665,102.93587298169278,74.05815628415368,500,782,686
111,3.7,111.71536885498273,263.3848761986984,500,793,759
112,3.7333333333333334,110.21375135506008,-45.04852499767935,500,802,753
113,3.7666666666666666,112.55537892403373,70.24882706920948,500,802,764
114,3.8,114.26767451084623,51.368867604375055,500,801,802
115,3.8333333333333335,113.99136241651988,-8.289362829790718,500,800,813
116,3.8666666666666667,116.79064767699126,83.97855781414137,499,799,824
117,3.9,118.38433326591021,47.81056766756876,499,798,837
118,3.933333333333333,121.7913904116939,102.21171437351046,499,798,862
119,3.966666666666667,125.98531317428922,125.81768287785962,500,799,883
120,4.0,127.42423151060234,43.16755008939367,500,799,895
121,4.033333333333333,129.00261901060873,47.351625000191575,502,799,903
122,4.066666666666666,131.34741709696235,70.3439425906086,503,798,915
123,4.1,132.5303521826609,35.48805257095637,504,797,927
124,4.133333333333334,134.5224742246771,59.763661260486174,506,798,942
125,4.166666666666667,137.64915506165738,93.80042510940854,506,799,962
126,4.2,138.48912312954457,25.199042036615538,507,802,970
127,4.233333333333333,141.48711321781096,89.93970264799174,506,803,989
128,4.266666666666667,145.3707430346383,116.50889450482055,506,804,998
129,4.3,149.3684328796114,119.93069534919243,506,804,1006
130,4.333333333333333,155.40359664372582,181.05491292343288,507,804,1013
131,4.366666666666666,158.2398981903449,85.08904639857207,509,804,1016
132,4.4,162.9795795187236,142.19043985136125,508,805,1026
133,4.433333333333334,163.32049749195815,10.227539197036606,506,806,1026
134,4.466666666666667,164.02405169662288,21.106626139941795,506,806,1031
