frame,tempo,angulo,velocidade,ombro_y,cotovelo_y,punho_y
100,3.3333333333333335,154.73847153725654,-249.60176135564438,474,700,852
101,3.3666666666666667,147.7842716505863,-208.62599660010716,472,698,838
102,3.4,145.23407026693,-76.50604150968945,470,697,834
103,3.433333333333333,136.7014920946251,-255.97734516914642,468,695,807
104,3.466666666666667,134.2896204234846,-72.35615013421551,468,695,796
105,3.5,126.96789009617534,-219.65190981927762,466,695,769
106,3.533333333333333,122.1935107119533,-143.23138152666132,464,694,744
107,3.566666666666667,121.59831639990564,-17.855829361429585,463,694,741
108,3.6,115.4811915324965,-183.51374602227438,463,694,711
109,3.6333333333333333,113.96941652057374,-45.353250357682526,462,694,684
110,3.6666666666666665,111.48389726549239,-74.56557765244071,462,696,654
111,3.7,109.67909921672337,-54.14394146307046,461,696,632
112,3.7333333333333334,109.53106346114166,-4.441072667451493,461,695,628
113,3.7666666666666666,106.85004916242171,-80.43042896159832,461,691,602
114,3.8,106.9253267973379,2.2583290474857165,462,683,586
115,3.8333333333333335,104.04150048307397,-86.51478942791783,462,677,572
116,3.8666666666666667,98.58882411652156,-163.5802909965723,462,674,555
117,3.9,98.05006662652939,-16.162724699765363,462,670,554
118,3.933333333333333,95.36980138966747,-80.4079571058574,462,671,555
119,3.966666666666667,90.5706585080677,-143.97428644799334,462,671,543
120,4.0,92.69570406463355,63.75136669697554,461,670,555
121,4.033333333333333,93.01484454068837,9.5742142816448,461,671,555
122,4.066666666666666,93.713078104438,20.947006912488746,461,671,556
123,4.1,95.25890395662672,46.37477556566182,461,670,556
124,4.133333333333334,98.45656223205067,95.92974826271842,461,670,560
125,4.166666666666667,103.33055975875071,146.21992580100112,461,670,595
126,4.2,107.06624441282113,112.07053962211276,461,675,604
127,4.233333333333333,107.99853033995296,27.96857781395488,461,678,608
128,4.266666666666667,111.92879698279806,117.90799928535293,460,683,649
129,4.3,115.3835579331359,103.64282851013527,460,685,666
130,4.333333333333333,116.96756950752523,47.520347231679665,460,687,684
131,4.366666666666666,117.18235373571218,6.443526845608716,460,687,700
132,4.4,116.95155521077031,-6.9239557482562475,459,687,703
133,4.433333333333334,119.60183553018098,79.50840958232007,455,684,733
134,4.466666666666667,122.59435891360475,89.77570150271319,454,684,748
135,4.5,127.33000017756767,142.06923791888755,456,685,771
136,4.533333333333333,132.24674391247007,147.5023120470719,459,686,791
137,4.566666666666666,133.5403173567767,38.80720332919935,458,686,795
138,4.6,136.1523307551758,78.36040195197256,459,687,807
139,4.633333333333334,139.73583091456337,107.50500478162706,462,687,820
140,4.666666666666667,148.25759799419174,255.65301238885127,464,687,841
