frame,tempo,angulo,velocidade,ombro_y,cotovelo_y,punho_y,desvio_5_frames,repeticao,video,rotulo
0,0.0,202.2540337210904,0.0,508.4138488769531,820.165843963623,1023.9374542236328,0.0,0,rosca1,correto
1,0.0333333333333333,202.74241739593893,14.651510245456052,505.2130508422852,819.2022514343262,1019.1025543212892,0.0,0,rosca1,correto
2,0.0666666666666666,203.1229726459356,11.416657499898974,500.9886360168457,819.1964721679688,1019.1698455810548,0.0,0,rosca1,correto
3,0.1,203.02722994924625,-2.8722809006802663,501.0629653930664,819.4239234924316,1019.219970703125,0.0,0,rosca1,correto
4,0.1333333333333333,203.47134625854596,13.323489278991474,501.0879707336426,819.451732635498,1017.8387832641602,0.407838379740406,0,rosca1,correto
5,0.1666666666666666,203.48893180519983,0.5275663996175695,500.5462074279785,819.1762733459473,1020.443000793457,0.282115978590882,0,rosca1,correto
6,0.2,203.0532233723528,-13.071252985411093,498.6064338684082,817.8599166870117,1020.7118225097656,0.2044879753171544,0,rosca1,correto
7,0.2333333333333333,201.49641929557484,-46.704122303339375,498.8302230834961,817.785472869873,1024.7914123535156,0.7324895684399658,0,rosca1,correto
8,0.2666666666666666,201.5161272572236,0.5912388494624565,498.6866569519043,817.7986335754395,1032.7141571044922,0.9107568584416826,0,rosca1,correto
9,0.3,201.2565987141601,-7.785856291904452,498.7100028991699,817.6642227172852,1033.7593460083008,0.920318155771453,0,rosca1,correto
10,0.3333333333333333,200.49587254714925,-22.821785010325755,498.8101387023926,817.7113151550293,1038.4990310668943,0.8318697483690439,0,rosca1,correto
11,0.3666666666666666,199.8350722254446,-19.82400965113925,498.79663467407227,817.2705459594727,1041.548194885254,0.6569441340223857,0,rosca1,correto
12,0.4,199.67316726823609,-4.857148716256461,498.8226127624512,817.4243545532227,1042.3658752441406,0.7369432417355667,0,rosca1,correto
13,0.4333333333333333,199.6472307179929,-0.7780965072947765,497.4338150024414,816.9063949584961,1042.2896575927734,0.6194393173624871,0,rosca1,correto
14,0.4666666666666667,200.60357820046607,28.69042447419531,496.7624473571777,815.9307861328125,1037.0481491088867,0.4136825497158607,0,rosca1,correto
15,0.5,202.73100862368645,63.82291269661124,496.6182518005371,815.9354782104492,1033.5852813720703,1.169709785382178,0,rosca1,correto
16,0.5333333333333333,205.6970099499807,88.98003978882741,496.8519973754883,816.4845657348633,1022.9639053344728,2.3047229604602517,0,rosca1,correto
17,0.5666666666666667,209.70078399872384,120.11322146229418,497.1079444885254,816.7878341674805,1007.7804565429688,3.659132950911026,0,rosca1,correto
18,0.6,216.965597512178,217.9444054036256,497.1434783935547,811.6028022766113,962.4913787841796,5.785260850199531,0,rosca1,correto
19,0.6333333333333333,223.08600286405843,183.61216055641225,498.1199455261231,811.6779327392578,937.1661186218262,7.454162734933136,0,rosca1,correto
20,0.6666666666666666,233.89860470703871,324.37805528940856,498.5456085205078,811.611442565918,895.2719306945801,9.99858564622966,0,rosca1,correto
21,0.7,240.5171155344769,198.555324823146,498.9779090881348,812.3846054077148,872.482795715332,11.154448878210234,0,rosca1,correto
22,0.7333333333333333,246.48431204491857,179.0158953132496,498.8921928405762,812.4152183532715,845.1149940490723,10.874306731339342,0,rosca1,correto
23,0.7666666666666667,251.68094739639488,155.89906054428866,497.8580474853516,811.0715675354004,820.0412750244141,9.983121343898723,0,rosca1,correto
24,0.8,259.7195959760613,241.15945738999412,497.391357421875,811.1155128479004,786.7232894897461,8.901486343865736,0,rosca1,correto
25,0.8333333333333334,272.33328922966933,378.41079760824016,496.2806510925293,805.0109481811523,717.0822143554688,11.066769126789156,0,rosca1,correto
26,0.8666666666666667,276.48305929295987,124.49310189871596,495.8963012695313,801.5818977355957,693.6807060241699,11.547979248042726,0,rosca1,correto
27,0.9,283.2438265047655,202.82301635416843,495.93652725219727,801.0739517211914,668.199291229248,11.450722172278128,0,rosca1,correto
28,0.9333333333333332,290.9122279315146,230.05204280247423,496.2539863586426,796.0937690734863,638.785228729248,10.508357264538196,0,rosca1,correto
29,0.9666666666666668,291.7546165655154,25.27165902002309,496.4311408996582,796.5107917785645,663.7249374389648,7.688178517474977,0,rosca1,correto
30,1.0,300.92783465335094,275.1965426350665,496.2259483337402,790.2099609375,622.826042175293,8.279633768819364,0,rosca1,correto
31,1.0333333333333334,306.3599987444161,162.9649227319544,496.10464096069336,784.1258811950684,588.3913421630859,8.111593274341303,0,rosca1,correto
32,1.0666666666666669,310.25862126962846,116.95867575637124,495.8502960205078,783.6468315124512,573.4866142272949,7.70862661399959,0,rosca1,correto
33,1.1,312.2318696584928,59.197451665930885,496.1923599243164,783.420581817627,568.1312370300293,7.367784553908997,0,rosca1,correto
34,1.1333333333333333,318.3448906754032,183.39063050731056,498.1729888916016,790.1560020446777,563.0434799194336,5.822965848248693,0,rosca1,correto
35,1.1666666666666667,323.9244912512725,167.38801727608006,500.786361694336,795.9220504760742,545.7648468017578,6.206715685320279,0,rosca1,correto
36,1.2,327.170925467489,97.39302648649414,502.3282814025879,796.0577201843262,533.1726264953613,6.508134847189611,0,rosca1,correto
37,1.2333333333333334,324.4446840387066,-81.78724286347119,502.8557968139648,796.7427635192871,550.7165908813477,5.332523939042989,0,rosca1,correto
38,1.2666666666666666,322.17525581373843,-68.08284674904542,503.298397064209,798.0699348449707,557.3372268676758,2.914235277140578,0,rosca1,correto
39,1.3,321.1040295128928,-32.136789025369126,503.5825538635254,797.4453735351562,562.9780769348145,2.083064106051119,0,rosca1,correto
