frame,tempo,angulo,velocidade,ombro_y,cotovelo_y,punho_y,desvio_5_frames,repeticao,video,rotulo,movimento_incorreto,label
130,4.333333333333333,195.29658319610425,-172.81933399280092,508.3404350280762,802.3883628845215,1015.0571823120116,6.354320193319778,0,rosca1,correto,False,0
131,4.366666666666666,192.57184330115143,-81.74219684858372,508.6855316162109,802.6131820678711,1019.1600036621094,6.5522706159179736,0,rosca1,correto,False,0
132,4.4,189.09608575542185,-104.27272637188736,508.1025123596192,803.778190612793,1028.3618545532229,6.237577996175277,0,rosca1,correto,False,0
133,4.433333333333334,189.1596108160823,1.905751819813588,507.2051811218262,805.1457595825195,1026.5420150756836,4.45901351089324,0,rosca1,correto,False,0
134,4.466666666666667,188.4329692580528,-21.799246740886247,506.9780158996582,805.2235794067383,1032.6501846313477,2.626543497150472,0,rosca1,correto,False,0
0,0.0,165.41242616828097,0.0,483.77685546875,693.9460754394531,840.7319641113281,0.0,0,rosca2,correto,False,0
1,0.0333333333333333,156.3612373624221,-271.53566417576656,472.6514434814453,664.2962646484375,817.0790863037109,0.0,0,rosca2,correto,False,0
2,0.0666666666666666,158.30277559846547,58.24614708130156,462.5740432739258,653.9451599121094,809.6320343017578,0.0,0,rosca2,correto,False,0
3,0.1,162.43266520797826,123.89668828538362,464.145736694336,647.8774261474609,825.7611846923828,0.0,0,rosca2,correto,False,0
4,0.1333333333333333,161.6181573549486,-24.43523559088959,462.9458618164063,651.7464447021484,823.5353088378906,3.1794640005310457,0,rosca2,correto,False,0
5,0.1666666666666666,159.17290847459955,-73.35746641047166,461.6704559326172,651.2924957275391,804.5316314697266,2.2112988377612552,0,rosca2,correto,False,0
6,0.2,152.14395550390003,-210.86858912098563,463.6207580566406,665.7175445556641,820.9520721435547,3.62783046793066,0,rosca2,correto,False,0
7,0.2333333333333333,153.7199520843972,47.27989741491484,465.16902923583984,674.6149444580078,823.2502746582031,4.160790415911813,0,rosca2,correto,False,0
8,0.2666666666666666,150.5088125510139,-96.33418600149868,465.623779296875,677.2218322753906,816.8441772460938,4.248365697543254,0,rosca2,correto,False,0
9,0.3,144.3131420419918,-185.87011527066323,466.3011169433594,679.0907287597656,815.46630859375,4.811174710479516,0,rosca2,correto,False,0
10,0.3333333333333333,140.91544295750623,-101.930972534567,466.8016815185547,680.6117248535156,808.6125183105469,4.887850119297629,0,rosca2,correto,False,0
11,0.3666666666666666,135.68494257633037,-156.91501143527574,467.1220016479492,680.9101867675781,795.8944702148438,6.485463831613629,0,rosca2,correto,False,0
12,0.4,132.91422571340726,-83.12150588769327,466.6545104980469,682.0118713378906,787.4097442626953,6.244087258646111,0,rosca2,correto,False,0
13,0.4333333333333333,130.6637827716856,-67.51328825165018,466.8541717529297,677.1225738525391,780.0487518310547,5.046416734224072,0,rosca2,correto,False,0
14,0.4666666666666667,125.14141755426596,-165.670956522589,464.8393249511719,672.6567077636719,757.6207733154297,5.235747973036316,0,rosca2,correto,False,0
15,0.5,117.6252421126342,-225.48526324895235,464.3376922607422,668.6044311523438,729.5476531982422,6.407603706493556,0,rosca2,correto,False,0
16,0.5333333333333333,102.7672743962892,-445.7390314903505,464.0753173828125,674.7019195556641,696.3379669189453,10.889705878503776,0,rosca2,correto,False,0
17,0.5666666666666667,96.13225718515363,-199.05051633406688,464.24991607666016,683.3285522460938,675.8379364013672,13.109537167685213,0,rosca2,correto,False,0
18,0.6,96.79918517156604,20.007839592372108,466.85035705566406,689.3180847167969,677.1831512451172,11.659206295232488,0,rosca2,correto,False,0
19,0.6333333333333333,88.78225290240076,-240.50796807495843,468.9358520507813,692.2212219238281,649.6153259277344,9.679485952305296,0,rosca2,correto,False,0
20,0.6666666666666666,84.0665680634569,-141.47054516831574,468.3295440673828,692.1096801757812,632.233772277832,6.553214236464412,0,rosca2,correto,False,0
21,0.7,79.93612140401996,-123.91339978310825,468.37135314941406,691.0759735107422,626.190071105957,6.605055641763093,0,rosca2,correto,False,0
22,0.7333333333333333,78.24427335610103,-50.755441437567725,468.373908996582,679.5719909667969,616.0713958740234,6.694478941713781,0,rosca2,correto,False,0
23,0.7666666666666667,78.72599428104802,14.45162774840952,467.8883361816406,673.3469390869141,614.842529296875,3.983512633223572,0,rosca2,correto,False,0
24,0.8,67.74936715714828,-329.298813716992,467.65262603759766,674.1660308837891,582.3395538330078,5.401620755825324,0,rosca2,correto,False,0
25,0.8333333333333334,62.22782623216423,-165.64622774952156,469.10743713378906,675.8050537109375,560.156364440918,7.089407451286856,0,rosca2,correto,False,0
26,0.8666666666666667,62.70817972736326,14.410604855970774,469.0884780883789,674.1934967041016,575.743293762207,7.248861688073627,0,rosca2,correto,False,0
27,0.9,62.87598860752166,5.034266404752117,469.0728378295898,661.0684204101562,574.9509811401367,6.263541401013615,0,rosca2,correto,False,0
28,0.9333333333333332,59.5544191765383,-99.64708292950078,470.2761459350586,662.9368591308594,563.1726837158203,2.650382039847486,0,rosca2,correto,False,0
29,0.9666666666666668,54.20787989169924,-160.39617854517184,470.3341293334961,660.2516937255859,546.8259429931641,3.2808619341939016,0,rosca2,correto,False,0
30,1.0,56.39703962983573,65.67479214409467,470.5786895751953,657.9344177246094,556.9105911254883,3.426675429006765,0,rosca2,correto,False,0
31,1.0333333333333334,59.8731484437669,104.28326441793509,470.1956176757813,658.6085510253906,573.4987258911133,2.9985989927507264,0,rosca2,correto,False,0
32,1.0666666666666669,61.31252561663234,43.18131518596324,470.1826477050781,658.9130401611328,578.790283203125,2.587878475880473,0,rosca2,correto,False,0
33,1.1,62.83153437213272,45.57026266501119,470.2410125732422,659.1989135742188,580.9016799926758,3.178115131384464,0,rosca2,correto,False,0
34,1.1333333333333333,60.24948648830588,-77.46143651480516,468.7265396118164,667.7669525146484,582.294807434082,2.131284117065285,0,rosca2,correto,False,0
35,1.1666666666666667,60.364923622185565,3.4631140163906338,469.1775131225586,673.3457946777344,581.404914855957,1.0640898838410664,0,rosca2,correto,False,0
36,1.2,69.5931338742065,276.8463075606281,469.2227554321289,680.096435546875,603.452262878418,3.4862654333537426,0,rosca2,correto,False,0
37,1.2333333333333334,88.22833817273184,559.0561289557602,466.49559020996094,670.8119201660156,640.7662200927734,10.54969534892948,0,rosca2,correto,False,0
38,1.2666666666666666,92.95464887460771,141.78932105627624,465.3812789916992,667.4845123291016,648.5015106201172,13.825700738276202,0,rosca2,correto,False,0
39,1.3,94.00025542811603,31.36819660524964,465.3797912597656,677.7599334716797,647.7474212646484,13.565309597973751,0,rosca2,correto,False,0
40,1.3333333333333333,92.06399390781986,-58.08784560888512,465.3984451293945,685.8009338378906,648.2761383056641,9.098745672103757,0,rosca2,correto,False,0
41,1.3666666666666667,96.19688907363408,123.98685497442614,465.8713912963867,692.3483276367188,662.4897766113281,2.6223417883567306,0,rosca2,correto,False,0
42,1.4,101.82981177462604,168.98768102975907,466.70780181884766,696.0933685302734,681.0218811035156,3.494139649126897,0,rosca2,correto,False,0
43,1.4333333333333331,104.11346723896357,68.50966393012584,466.7459487915039,696.1339569091797,685.6314849853516,4.601792053806639,0,rosca2,correto,False,0
44,1.4666666666666666,108.61915766037464,135.17071264233223,466.82952880859375,695.6999206542969,700.7302856445312,5.837950346979864,0,rosca2,correto,False,0
45,1.5,113.11519276034376,134.8810529990736,466.7830657958984,689.6021270751953,713.2590484619141,5.779828884888982,0,rosca2,correto,False,0
46,1.5333333333333334,118.77348528161062,169.74877563800575,466.6155242919922,686.8091583251953,730.3789520263672,6.123226628510806,0,rosca2,correto,False,0
47,1.5666666666666669,124.26413050678936,164.71935675536216,466.6216659545898,686.4809417724609,748.4111022949219,7.146607072516663,0,rosca2,correto,False,0
48,1.6,125.92769500174457,49.90693484865631,465.77919006347656,684.8204803466797,751.7838287353516,6.54903959577512,0,rosca2,correto,False,0
49,1.6333333333333333,132.3624759790664,193.04342931965508,466.6761016845703,685.089111328125,768.8993835449219,6.53201602706323,0,rosca2,correto,False,0
50,1.6666666666666667,135.3946034966188,90.9638255265719,467.1449279785156,684.0431213378906,773.0632019042969,5.915108708231576,0,rosca2,correto,False,0
51,1.7,138.92277794889895,105.84523356840464,467.29000091552734,682.5996398925781,782.2286224365234,5.55587738414113,0,rosca2,correto,False,0
52,1.7333333333333334,145.02395283772137,183.0352466646724,467.0656204223633,669.6766662597656,786.4690399169922,6.385950457061212,0,rosca2,correto,False,0
53,1.7666666666666666,147.30047628093752,68.29570329648448,467.0908737182617,670.3411865234375,791.0603332519531,5.639869226456555,0,rosca2,correto,False,0
54,1.8,151.5970226883075,128.89639222109963,467.4855422973633,670.6311798095703,801.0667419433594,5.811489789987569,0,rosca2,correto,False,0
55,1.8333333333333333,126.40248004533753,-755.8362792890998,467.2698593139648,677.1141052246094,738.197021484375,8.74048761926461,0,rosca2,correto,False,0
56,1.8666666666666667,114.30252130099876,-362.9987623301629,467.3002243041992,683.8335418701172,708.5946655273438,14.219787362340176,0,rosca2,correto,False,0
57,1.9,102.84014047785752,-343.8714246942369,464.6098709106445,687.0554351806641,674.2643737792969,18.715373838122808,0,rosca2,correto,False,0
58,1.933333333333333,100.08759833249565,-82.57626436085616,463.0992889404297,689.4348907470703,668.1993865966797,18.7522710278336,0,rosca2,correto,False,0
