frame,tempo,angulo,velocidade,ombro_y,cotovelo_y,punho_y,desvio_5_frames,repeticao,video,rotulo,movimento_incorreto,label
0,0.0,202.2540337210904,0.0,508.4138488769531,820.165843963623,1023.9374542236328,0.0,0,rosca1,correto,False,0
1,0.0333333333333333,202.74241739593893,14.651510245456052,505.2130508422852,819.2022514343262,1019.1025543212892,0.0,0,rosca1,correto,False,0
2,0.0666666666666666,203.1229726459356,11.416657499898974,500.9886360168457,819.1964721679688,1019.1698455810548,0.0,0,rosca1,correto,False,0
3,0.1,203.02722994924625,-2.8722809006802663,501.0629653930664,819.4239234924316,1019.219970703125,0.0,0,rosca1,correto,False,0
4,0.1333333333333333,203.471346258546,13.323489278991474,501.0879707336426,819.451732635498,1017.8387832641602,0.407838379740406,0,rosca1,correto,False,0
5,0.1666666666666666,203.48893180519983,0.5275663996175695,500.5462074279785,819.1762733459473,1020.443000793457,0.282115978590882,0,rosca1,correto,False,0
6,0.2,203.0532233723528,-13.071252985411093,498.6064338684082,817.8599166870117,1020.7118225097656,0.2044879753171544,0,rosca1,correto,False,0
7,0.2333333333333333,201.49641929557484,-46.704122303339375,498.8302230834961,817.785472869873,1024.7914123535156,0.7324895684399658,0,rosca1,correto,False,0
8,0.2666666666666666,201.5161272572236,0.5912388494624565,498.6866569519043,817.7986335754395,1032.7141571044922,0.9107568584416826,0,rosca1,correto,False,0
9,0.3,201.2565987141601,-7.785856291904452,498.7100028991699,817.6642227172852,1033.7593460083008,0.920318155771453,0,rosca1,correto,False,0
10,0.3333333333333333,200.49587254714925,-22.821785010325755,498.8101387023926,817.7113151550293,1038.4990310668943,0.8318697483690439,0,rosca1,correto,False,0
11,0.3666666666666666,199.8350722254446,-19.82400965113925,498.79663467407227,817.2705459594727,1041.548194885254,0.6569441340223857,0,rosca1,correto,False,0
12,0.4,199.67316726823609,-4.857148716256461,498.8226127624512,817.4243545532227,1042.3658752441406,0.7369432417355667,0,rosca1,correto,False,0
13,0.4333333333333333,199.6472307179929,-0.7780965072947765,497.4338150024414,816.9063949584961,1042.2896575927734,0.6194393173624871,0,rosca1,correto,False,0
14,0.4666666666666667,200.60357820046607,28.69042447419531,496.7624473571777,815.9307861328125,1037.0481491088867,0.4136825497158607,0,rosca1,correto,False,0
15,0.5,202.73100862368645,63.82291269661124,496.6182518005371,815.9354782104492,1033.5852813720703,1.169709785382178,0,rosca1,correto,False,0
16,0.5333333333333333,205.6970099499807,88.98003978882741,496.8519973754883,816.4845657348633,1022.9639053344728,2.304722960460252,0,rosca1,correto,False,0
17,0.5666666666666667,209.70078399872384,120.11322146229418,497.1079444885254,816.7878341674805,1007.7804565429688,3.659132950911026,0,rosca1,correto,False,0
18,0.6,216.965597512178,217.9444054036256,497.1434783935547,811.6028022766113,962.4913787841796,5.785260850199531,0,rosca1,correto,False,0
19,0.6333333333333333,223.08600286405843,183.61216055641225,498.1199455261231,811.6779327392578,937.1661186218262,7.454162734933136,0,rosca1,correto,False,0
20,0.6666666666666666,233.89860470703871,324.37805528940856,498.5456085205078,811.611442565918,895.2719306945801,9.99858564622966,0,rosca1,correto,False,0
21,0.7,240.5171155344769,198.555324823146,498.9779090881348,812.3846054077148,872.482795715332,11.154448878210234,0,rosca1,correto,False,0
22,0.7333333333333333,246.48431204491857,179.0158953132496,498.8921928405762,812.4152183532715,845.1149940490723,10.874306731339342,0,rosca1,correto,False,0
23,0.7666666666666667,251.68094739639488,155.89906054428866,497.8580474853516,811.0715675354004,820.0412750244141,9.983121343898723,0,rosca1,correto,False,0
24,0.8,259.7195959760613,241.1594573899941,497.391357421875,811.1155128479004,786.7232894897461,8.901486343865736,0,rosca1,correto,False,0
25,0.8333333333333334,272.33328922966933,378.41079760824016,496.2806510925293,805.0109481811523,717.0822143554688,11.066769126789156,0,rosca1,correto,False,0
26,0.8666666666666667,276.48305929295987,124.49310189871596,495.8963012695313,801.5818977355957,693.6807060241699,11.547979248042726,0,rosca1,correto,False,0
27,0.9,283.2438265047655,202.82301635416843,495.93652725219727,801.0739517211914,668.199291229248,11.450722172278128,0,rosca1,correto,False,0
28,0.9333333333333332,290.9122279315146,230.05204280247423,496.2539863586426,796.0937690734863,638.785228729248,10.508357264538196,0,rosca1,correto,False,0
29,0.9666666666666668,291.7546165655154,25.27165902002309,496.4311408996582,796.5107917785645,663.7249374389648,7.688178517474977,0,rosca1,correto,False,0
30,1.0,300.92783465335094,275.1965426350665,496.2259483337402,790.2099609375,622.826042175293,8.279633768819364,0,rosca1,correto,False,0
31,1.0333333333333334,306.3599987444161,162.9649227319544,496.10464096069336,784.1258811950684,588.3913421630859,8.111593274341303,0,rosca1,correto,False,0
32,1.0666666666666669,310.25862126962846,116.95867575637124,495.8502960205078,783.6468315124512,573.4866142272949,7.70862661399959,0,rosca1,correto,False,0
33,1.1,312.2318696584928,59.197451665930885,496.1923599243164,783.420581817627,568.1312370300293,7.367784553908997,0,rosca1,correto,False,0
34,1.1333333333333333,318.3448906754032,183.39063050731056,498.1729888916016,790.1560020446777,563.0434799194336,5.822965848248693,0,rosca1,correto,False,0
35,1.1666666666666667,323.9244912512725,167.38801727608006,500.786361694336,795.9220504760742,545.7648468017578,6.206715685320279,0,rosca1,correto,False,0
36,1.2,327.170925467489,97.39302648649414,502.3282814025879,796.0577201843262,533.1726264953613,6.508134847189611,0,rosca1,correto,False,0
37,1.2333333333333334,324.4446840387066,-81.78724286347119,502.8557968139648,796.7427635192871,550.7165908813477,5.332523939042989,0,rosca1,correto,False,0
38,1.2666666666666666,322.17525581373843,-68.08284674904542,503.298397064209,798.0699348449707,557.3372268676758,2.914235277140578,0,rosca1,correto,False,0
39,1.3,321.1040295128928,-32.136789025369126,503.5825538635254,797.4453735351562,562.9780769348145,2.083064106051119,0,rosca1,correto,False,0
40,1.3333333333333333,316.9074981405653,-125.8959411698254,503.4237098693848,790.7786750793457,565.0983238220215,3.4302267871290586,0,rosca1,correto,False,0
41,1.3666666666666667,312.14138218250434,-142.9834787418281,503.4207344055176,790.9384346008301,572.6602363586426,4.357622680999801,0,rosca1,correto,False,0
42,1.4,306.0865820471205,-181.6440040615157,505.3791618347168,790.8490562438965,586.6585922241211,5.961050855440549,0,rosca1,correto,False,0
43,1.4333333333333331,297.89268205857564,-245.81699965634527,505.49612045288086,790.891170501709,624.3922805786133,8.174173171012288,0,rosca1,correto,False,0
44,1.4666666666666666,293.16802788527525,-141.7396251990118,506.70021057128906,801.255054473877,657.8886795043945,8.765750153779443,0,rosca1,correto,False,0
45,1.5,287.4723394312191,-170.8706536216846,507.3573303222656,811.1116790771484,683.5853004455566,8.836519076575147,0,rosca1,correto,False,0
46,1.5333333333333334,272.89542502803795,-437.3074320954345,508.2000160217285,820.0061416625977,749.879150390625,11.124471142043555,0,rosca1,correto,False,0
47,1.5666666666666669,269.3278011352232,-107.02871678444296,508.65966796875,826.5827751159668,767.1858787536621,11.203455766047918,0,rosca1,correto,False,0
48,1.6,256.925577503942,-372.0667089384352,509.01987075805664,827.9835319519043,812.1249961853027,12.994899620433053,0,rosca1,correto,False,0
49,1.6333333333333333,256.21953475621194,-21.18128243190199,509.8378372192383,831.0192489624023,816.6451263427734,11.530035124239497,0,rosca1,correto,False,0
50,1.6666666666666667,253.2383281361102,-89.43619860305233,510.3801727294922,833.5444450378418,830.7623291015625,7.847918403721132,0,rosca1,correto,False,0
51,1.7,253.3509831407091,3.379650137967189,510.8288383483887,833.6707305908203,829.7526168823242,5.945662468182661,0,rosca1,correto,False,0
52,1.7333333333333334,250.52830372415752,-84.6803824965474,511.1414909362793,833.323860168457,842.1225929260254,2.303283529504772,0,rosca1,correto,False,0
53,1.7666666666666666,243.532264480736,-209.8811773026469,511.864185333252,836.1956405639648,873.2473182678223,4.3144271204375615,0,rosca1,correto,False,0
54,1.8,239.43220893378188,-123.00166640862244,513.0819511413574,838.4643745422363,897.3987579345703,5.582683560406671,0,rosca1,correto,False,0
55,1.8333333333333333,235.6816519166363,-112.51671051436745,514.1224479675293,838.1284332275391,924.5990753173828,6.6191011540437525,0,rosca1,correto,False,0
56,1.8666666666666667,234.1573360779748,-45.72947515984566,515.7810401916504,836.6068267822266,929.739875793457,5.902697323410793,0,rosca1,correto,False,0
57,1.9,236.1321303465369,59.24382805686491,518.6775970458984,836.4311027526855,928.428440093994,3.348442044542348,0,rosca1,correto,False,0
58,1.933333333333333,233.6638195365406,-74.04932429988975,521.4372825622559,836.2187576293945,945.0814247131348,2.028692611949983,0,rosca1,correto,False,0
59,1.9666666666666663,227.10091111359708,-196.8872526883061,522.8701400756836,830.9786796569824,971.3446426391602,3.255094346704707,0,rosca1,correto,False,0
60,2.0,221.9504595272232,-154.51354759121585,522.9754829406738,828.5275840759277,989.1963958740234,5.285910808623008,0,rosca1,correto,False,0
61,2.033333333333333,216.67653287625893,-158.21779952892854,523.5990715026855,829.4803047180176,1004.8872756958008,7.208736733974559,0,rosca1,correto,False,0
62,2.066666666666667,213.2153045506872,-103.836849767153,523.5713768005371,829.4659423828125,1015.7316970825196,7.296811528291704,0,rosca1,correto,False,0
63,2.1,208.8547870038723,-130.81552640444585,523.8852882385254,830.5376243591309,1036.5118789672852,6.414713476808755,0,rosca1,correto,False,0
64,2.1333333333333333,201.8531666030708,-210.04861202404496,522.608642578125,830.5208015441895,1059.2645645141602,6.839713544991724,0,rosca1,correto,False,0
65,2.1666666666666665,195.4609618640749,-191.766142169877,520.3707504272461,827.2199249267578,1062.5519943237305,7.682705119537229,0,rosca1,correto,False,0
66,2.2,191.8296501716001,-108.9393507742443,520.4074859619141,829.6410942077637,1068.3816146850586,7.983646538837405,0,rosca1,correto,False,0
67,2.2333333333333334,187.92069187577903,-117.26874887463195,520.2348518371582,830.4254150390625,1070.398292541504,7.422333674171853,0,rosca1,correto,False,0
68,2.2666666666666666,186.65604692306343,-37.93934858146713,520.2671241760254,830.3847885131836,1071.0650253295898,5.5049488182296775,0,rosca1,correto,False,0
69,2.3,184.7458130948988,-57.30701484493949,519.7690200805664,830.3966903686523,1081.791114807129,3.8467549183033976,0,rosca1,correto,False,0
70,2.333333333333333,183.4994836627444,-37.38988296463276,518.9897918701172,830.3115463256836,1085.7152938842771,2.8845175226861004,0,rosca1,correto,False,0
71,2.3666666666666667,182.47235140547056,-30.8139677182146,518.840503692627,830.1648330688477,1080.2435302734375,1.99803740638048,0,rosca1,correto,False,0
72,2.4,182.387095644194,-2.557672838296696,518.1950569152832,830.4438972473145,1079.307518005371,1.5990663218458216,0,rosca1,correto,False,0
73,2.433333333333333,183.89188556747013,45.14369769828448,516.8831062316895,830.0517082214355,1076.2987518310547,0.8887706311259279,0,rosca1,correto,False,0
74,2.466666666666667,184.6591610565864,23.01826467348519,515.5182266235352,828.072509765625,1074.6673965454102,0.8628118346447619,0,rosca1,correto,False,0
75,2.5,184.17510220500665,-14.52176554739026,513.3857345581055,822.3534393310547,1068.329086303711,0.9215361141509142,0,rosca1,correto,False,0
76,2.533333333333333,187.11640095017424,88.23896235502758,513.3930587768555,821.590518951416,1062.7630233764648,1.5359683858477424,0,rosca1,correto,False,0
77,2.566666666666667,193.8522230266653,202.07466229473224,513.1308746337891,819.7245597839355,1054.5418167114258,3.734855708580513,0,rosca1,correto,False,0
78,2.6,200.01912295141372,185.0069977424539,512.6754570007324,817.4389457702637,1043.9815521240234,6.098938420905257,0,rosca1,correto,False,0
79,2.6333333333333333,208.638259376792,258.5740927613469,512.4164772033691,817.5306129455566,1008.486099243164,8.849329738461693,0,rosca1,correto,False,0
80,2.6666666666666665,214.31486740754508,170.2982409225922,511.984977722168,815.8397483825684,985.125617980957,9.800117435116997,0,rosca1,correto,False,0
81,2.7,218.00223961753125,110.62116629958496,512.548713684082,814.8746681213379,963.3747482299804,8.931194025049074,0,rosca1,correto,False,0
82,2.7333333333333334,224.4664260013529,193.92559151465093,514.0817642211914,814.9482536315918,930.4082679748536,8.315278367917589,0,rosca1,correto,False,0
83,2.7666666666666666,231.2385480992374,203.16366293653343,514.1376113891602,817.7872467041016,909.5376777648926,7.866691663223365,0,rosca1,correto,False,0
84,2.8,239.2412455609009,240.0809238499059,513.9908981323242,817.7407264709473,879.4581985473633,8.990366378242621,0,rosca1,correto,False,0
85,2.833333333333333,248.1222611294356,266.43046705603865,513.8491058349609,815.335693359375,842.1712875366211,10.633959701594092,0,rosca1,correto,False,0
86,2.8666666666666667,251.0951634148764,89.18706856322473,514.1317749023438,815.5740165710449,831.6329383850098,10.008914388143529,0,rosca1,correto,False,0
87,2.9,251.5736964977814,14.355992487151354,514.676570892334,817.7573204040527,827.2086524963379,7.872389890428634,0,rosca1,correto,False,0
88,2.933333333333333,262.58014608417125,330.19348759169503,515.1905250549316,817.7145195007324,782.647705078125,7.481278432330199,0,rosca1,correto,False,0
89,2.966666666666667,269.5954588386052,210.45938263301764,515.1029205322266,817.4685859680176,759.1024017333984,8.149636620910616,0,rosca1,correto,False,0
90,3.0,287.8580597235561,547.8780265485295,514.0144729614258,804.9967575073242,666.7001724243164,13.579537965256383,0,rosca1,correto,False,0
91,3.033333333333333,293.57386231495843,171.4740777420684,513.9853477478027,801.4095497131348,642.4077987670898,15.641546719114658,0,rosca1,correto,False,0
92,3.066666666666667,296.9684148291737,101.8365754264579,511.0074806213379,785.0194358825684,608.3254051208496,13.58868368059438,0,rosca1,correto,False,0
93,3.1,297.3474630692138,11.371447201203182,510.6943702697754,774.928092956543,594.9040031433105,10.314190913685076,0,rosca1,correto,False,0
94,3.1333333333333333,299.1541660068346,54.20108812862395,510.72303771972656,759.2975234985352,563.9777183532715,3.9920318758026654,0,rosca1,correto,False,0
95,3.1666666666666665,301.8279471591184,80.21343456851469,510.8869743347168,756.8448829650879,549.8463821411133,2.7133522765180795,0,rosca1,correto,False,0
96,3.2,303.7057314239958,56.33352794632174,509.88990783691406,756.1289405822754,548.7692070007324,2.6006621613897702,0,rosca1,correto,False,0
97,3.2333333333333334,307.1659633696634,103.80695837002804,509.3615913391113,758.5732269287109,559.3195152282715,3.4421962995353144,0,rosca1,correto,False,0
98,3.2666666666666666,311.87523237244267,141.27807008337754,506.84160232543945,760.9592056274414,547.0760536193848,4.416966724939721,0,rosca1,correto,False,0
99,3.3,315.272123549686,101.9067353173,504.100227355957,764.0543746948242,556.0939407348633,5.00254177206954,0,rosca1,correto,False,0
100,3.333333333333333,317.4353131074905,64.89568673413544,502.9388236999512,769.4190788269043,555.3713035583496,5.065475846667449,0,rosca1,correto,False,0
101,3.3666666666666667,317.17249946807857,-7.884409182358354,501.3672065734863,770.8836936950684,565.3140449523926,3.8592830990611136,0,rosca1,correto,False,0
102,3.4,316.7636880995502,-12.264341055850425,500.7321739196777,771.3583946228027,566.6351509094238,2.055376032989425,0,rosca1,correto,False,0
103,3.433333333333333,314.0628823493623,-81.0241725056369,500.78882217407227,771.7957878112793,570.8054351806641,1.280663643900189,0,rosca1,correto,False,0
104,3.466666666666667,310.8890397181085,-95.21527893761458,500.79946517944336,772.2795867919922,573.383960723877,2.4975585663650395,0,rosca1,correto,False,0
105,3.5,304.65470962667376,-187.02990274304227,500.0079917907715,760.4715728759766,574.8911476135254,4.612595113306199,0,rosca1,correto,False,0
106,3.533333333333333,297.97875935655617,-200.27850810352788,500.8275604248047,760.8329200744629,583.1720352172852,6.778505083067595,0,rosca1,correto,False,0
107,3.566666666666667,294.07392558147325,-117.14501325248762,501.5284538269043,761.3181495666504,597.7869987487793,7.52835626177817,0,rosca1,correto,False,0
108,3.6,288.3644030366332,-171.2856763452021,501.6865539550781,766.7544937133789,637.2559547424316,7.893863808119997,0,rosca1,correto,False,0
109,3.633333333333333,284.2638007482156,-123.01806865252728,501.71653747558594,769.9017906188965,652.9886054992676,7.152958427546561,0,rosca1,correto,False,0
110,3.6666666666666665,279.3568836102579,-147.20751413873074,501.64987564086914,781.3796997070312,686.7866134643555,6.663376389357795,0,rosca1,correto,False,0
111,3.7,263.06092846259014,-488.87865443003307,501.591854095459,790.0594139099121,757.2602462768555,10.553953696336125,0,rosca1,correto,False,0
112,3.733333333333333,261.40012706516137,-49.8240419228631,501.6019821166992,800.4592323303223,771.009349822998,11.04977298201211,0,rosca1,correto,False,0
113,3.7666666666666666,262.1412097502201,22.232480551762706,501.6103935241699,800.4751968383789,771.2398910522461,9.745424093997425,0,rosca1,correto,False,0
114,3.8,248.50658663695685,-409.0386933978982,501.2478446960449,799.9130058288574,826.8248748779297,9.806634601371172,0,rosca1,correto,False,0
115,3.8333333333333335,255.26889400101004,202.8692209215956,501.22575759887695,799.3465232849121,803.0289459228516,5.511420470657988,0,rosca1,correto,False,0
116,3.866666666666666,250.1391444040767,-153.89248790800053,501.1424446105957,799.0524101257324,820.5147743225098,5.596727465749431,0,rosca1,correto,False,0
117,3.9,245.7985969626237,-130.21642324358993,500.4380607604981,798.255558013916,835.9137725830078,5.778687391908995,0,rosca1,correto,False,0
118,3.933333333333333,238.08447093317216,-231.42378088354604,500.21278381347656,797.6241874694824,863.8322067260742,5.654436303099092,0,rosca1,correto,False,0
119,3.966666666666667,233.51940456703545,-136.95199098410114,500.25707244873047,798.6273765563965,882.462100982666,7.888834990748516,0,rosca1,correto,False,0
120,4.0,231.1335085917361,-71.57687925898045,500.4029273986816,798.4418106079102,893.8042259216309,7.216050944055794,0,rosca1,correto,False,0
121,4.033333333333333,229.14257111304943,-59.7281243605994,502.965030670166,798.3317756652832,901.754665374756,5.935320054854956,0,rosca1,correto,False,0
122,4.066666666666666,225.6925791766062,-103.49975809329806,504.54322814941406,797.9141807556152,915.4703521728516,4.167736161447795,0,rosca1,correto,False,0
123,4.1,222.8545015361028,-85.1423292151037,506.5302658081055,797.7995109558105,927.052402496338,3.80239384531172,0,rosca1,correto,False,0
124,4.133333333333334,219.08141327730016,-113.1926477640772,507.861442565918,798.6139297485352,943.8896369934082,4.317545871683281,0,rosca1,correto,False,0
125,4.166666666666667,214.6820476912899,-131.98096758030744,507.3814201354981,799.1316604614258,960.1807022094728,5.040434565541575,0,rosca1,correto,False,0
126,4.2,213.1024582139369,-47.38768432059032,509.264087677002,801.1709403991699,970.6011199951172,4.754913747370061,0,rosca1,correto,False,0
127,4.233333333333333,209.9006847731915,-96.05320322236196,509.311580657959,803.0227661132812,990.0024032592772,4.555984631455308,0,rosca1,correto,False,0
128,4.266666666666667,206.64962894254373,-97.53167491943316,509.0911674499512,803.2670974731445,997.1138763427734,4.225036647573496,0,rosca1,correto,False,0
129,4.3,201.0572276625309,-167.77203840038425,508.35079193115234,803.3236312866211,1004.9834060668944,4.868432986535681,0,rosca1,correto,False,0
